Tanggal;Unit;Blok;Jenis Pupuk; Jumlah (Kg) ;HK;Metode;Latitude;Longitude
0,401226852;SKNE;SKNE1P-27;PUPUK KIESERITE GRANULAR;200;0,72;TM Tabur pupuk kelapa sawit;0.671;111.737
0,401226852;SKNE;SKNE1P-28;PUPUK KIESERITE GRANULAR;295;2,86;TM Tabur pupuk kelapa sawit;0.671;111.737
0,401226852;SKNE;SKNE1P-29;PUPUK KIESERITE GRANULAR;116;1,43;TM Tabur pupuk kelapa sawit;0.671;111.737
0,401226852;SKNE;SKNE19;PUPUK AGROBLEND;42,1;1;BP Tabur Pupuk Butiran;0.672;111.737
0,401226852;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;31,35;1;BM Pupuk butiran;0.672;111.737
0,401226852;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;10,5;1;BM Pupuk butiran;0.672;111.737
0,567893519;SKNE;SKNE19;UREA GRANULAR;97,6;3;BM Pupuk butiran;0.671;111.733
0,609560185;SKNE;SKNE19;UREA GRANULAR;137,35;5;BM Pupuk butiran;0.672;111.737
0,609560185;SKNE;SKNE1;PUPUK KIESERITE GRANULAR;43;0,86;TBM Tabur pupuk kelapa sawit;0.671;111.733
0,609560185;SKNE;SKNE1;PUPUK KIESERITE GRANULAR;107;2,14;TBM Tabur pupuk kelapa sawit;0.673;111.737
0,651226852;SKNE;SKNE1;PUPUK KIESERITE GRANULAR;43;0,81;TBM Tabur pupuk kelapa sawit;0.670;111.737
0,651226852;SKNE;SKNE1;PUPUK KIESERITE GRANULAR;112;2,19;TBM Tabur pupuk kelapa sawit;0.670;111.737
0,651226852;SKNE;SKNE19;UREA GRANULAR;50;2;BM Pupuk butiran;0.669;111.737
0,692893519;SKNE;SKNE19;UREA GRANULAR;50;2;BM Pupuk butiran;0.669;111.737
0,692893519;SKNE;SKNE1;PUPUK KIESERITE GRANULAR;66;1;TBM Tabur pupuk kelapa sawit;0.669;111.737
0,734560185;SKNE;SKNE19;UREA GRANULAR;50;1;BM Pupuk butiran;0.668;111.737
0,734560185;SKNE;SKNE1M-52;PUPUK KIESERITE GRANULAR;420;8;TM Tabur pupuk kelapa sawit;0.668;111.737
0,859560185;SKNE;SKNE1M-52;PUPUK KIESERITE GRANULAR;150;3;TM Tabur pupuk kelapa sawit;0.668;111.737
0,901226852;SKNE;SKNE19;PUPUK KIESERITE GRANULAR;14;2;BM Pupuk butiran;0.667;111.737
0,901226852;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;102;2;BM Pupuk butiran;0.672;111.737
0,901226852;SKNE;SKNE1M-52;PUPUK KIESERITE GRANULAR;150;3;TM Tabur pupuk kelapa sawit;0.667;111.737
0,942893519;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;100;1;BM Pupuk butiran;0.667;111.737
0,984560185;SKNE;SKNE19;UREA GRANULAR;100;2;BM Pupuk butiran;0.667;111.737
0,984560185;SKNE;SKNE4R-14;PUPUK ROCK PHOSPHATE/RP;800;0;TM Tabur pupuk kelapa sawit;0.666;111.737
24.04.2026;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;265;6;BM Pupuk butiran;0.666;111.737
27.04.2026;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;53;1;BM Pupuk butiran;0.665;111.739
27.04.2026;SKNE;SKNE4R-14;PUPUK ROCK PHOSPHATE/RP;1075;2;TM Tabur pupuk kelapa sawit;0.665;111.739
27.04.2026;SKNE;SKNE4R-13;PUPUK ROCK PHOSPHATE/RP;1075;1;TM Tabur pupuk kelapa sawit;0.665;111.739
28.04.2026;SKNE;SKNE4R-08;PUPUK KIESERITE GRANULAR;300;1;TM Tabur pupuk kelapa sawit;0.666;111.739
28.04.2026;SKNE;SKNE4Q-07;PUPUK KIESERITE GRANULAR;100;1;TM Tabur pupuk kelapa sawit;0.666;111.739
29.04.2026;SKNE;SKNE1O-26;PUPUK MURIATE OF POTASH/MOP/KCL;598;4;TM Tabur pupuk kelapa sawit;0.672;111.737
29.04.2026;SKNE;SKNE1O-26;PUPUK TRIPLE SUPERPHOSPHATE / TSP;256;4;TM Tabur pupuk kelapa sawit;0.666;111.739
29.04.2026;SKNE;SKNE4R-08;PUPUK KIESERITE GRANULAR;400;3;TM Tabur pupuk kelapa sawit;0.667;111.739
30.04.2026;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;100;1;BM Pupuk butiran;0.667;111.739
30.04.2026;SKNE;SKNE4R-13;PUPUK ROCK PHOSPHATE/RP;2000;5;TM Tabur pupuk kelapa sawit;0.667;111.739
0,067893519;SSWE;SSWE2L-10;UREA GRANULAR;2900;5;TM Pemupukan Mekanis;0.667;111.739
0,067893519;SSWE;SSWE4T-66;PUPUK MURIATE OF POTASH/MOP/KCL;1250;6;TM Tabur pupuk kelapa sawit;0.668;111.739
0,067893519;SSWE;SSWE4T-66;UREA GRANULAR;800;6;TM Tabur pupuk kelapa sawit;0.668;111.739
0,067893519;SSWE;SSWE4T-65;PUPUK MURIATE OF POTASH/MOP/KCL;1650;7;TM Tabur pupuk kelapa sawit;0.668;111.739
0,067893519;SSWE;SSWE4T-65;UREA GRANULAR;1100;7;TM Tabur pupuk kelapa sawit;0.669;111.739
0,109560185;SSWE;SSWE4Y-66;PUPUK MURIATE OF POTASH/MOP/KCL;3350;7;TM Tabur pupuk kelapa sawit;0.672;111.737
0,109560185;SSWE;SSWE4Y-66;PUPUK MURIATE OF POTASH/MOP/KCL;650;0;TM Tabur pupuk kelapa sawit;0.669;111.739
0,109560185;SSWE;SSWE2L-58;UREA GRANULAR;1250;1,18;TM Pemupukan Mekanis;0.669;111.739
0,109560185;SSWE;SSWE2L-59;UREA GRANULAR;2400;1,75;TM Pemupukan Mekanis;0.669;111.739
0,109560185;SSWE;SSWE2L-10;PUPUK MURIATE OF POTASH/MOP/KCL;1450;1,06;TM Pemupukan Mekanis;0.670;111.739
0,109560185;SSWE;SSWE2L-61;PUPUK MURIATE OF POTASH/MOP/KCL;1300;1,02;TM Pemupukan Mekanis;0.670;111.739
0,109560185;SSWE;SSWE2L-61;UREA GRANULAR;550;1,02;TM Pemupukan Mekanis;0.670;111.739
0,109560185;SSWE;SSWE3Z-73;PUPUK MURIATE OF POTASH/MOP/KCL;2550;3;TM Tabur pupuk kelapa sawit;0.671;111.740
0,109560185;SSWE;SSWE1H-10;PUPUK MURIATE OF POTASH/MOP/KCL;1525;6;TM Tabur pupuk kelapa sawit;0.671;111.740
0,109560185;SSWE;SSWE1H-10;UREA GRANULAR;2525;6;TM Tabur pupuk kelapa sawit;0.671;111.740
0,109560185;SSWE;SSWE1H-10;UREA GRANULAR;2050;2;TM Tabur pupuk kelapa sawit;0.672;111.737
0,192893519;SSWE;SSWE2M-62;UREA GRANULAR;3950;4,02;TM Pemupukan Mekanis;0.672;111.740
0,192893519;SSWE;SSWE2M-63;UREA GRANULAR;2050;1,98;TM Pemupukan Mekanis;0.672;111.740
0,192893519;SSWE;SSWE4Y-65;PUPUK MURIATE OF POTASH/MOP/KCL;2050;4,91;TM Tabur pupuk kelapa sawit;0.672;111.740
0,192893519;SSWE;SSWE4Y-66;PUPUK MURIATE OF POTASH/MOP/KCL;250;0,09;TM Tabur pupuk kelapa sawit;0.672;111.740
0,276226852;SSWE;SSWE4P-62;PUPUK MURIATE OF POTASH/MOP/KCL;2050;9;TM Tabur pupuk kelapa sawit;0.671;111.737
0,276226852;SSWE;SSWE4P-62;UREA GRANULAR;1350;9;TM Tabur pupuk kelapa sawit;0.671;111.737
0,276226852;SSWE;SSWE4P-62;PUPUK MURIATE OF POTASH/MOP/KCL;250;0;TM Tabur pupuk kelapa sawit;0.671;111.737
0,276226852;SSWE;SSWE4P-62;UREA GRANULAR;150;0;TM Tabur pupuk kelapa sawit;0.670;111.737
0,276226852;SSWE;SSWE4Y-66;PUPUK MURIATE OF POTASH/MOP/KCL;1700;0;TM Tabur pupuk kelapa sawit;0.672;111.740
0,276226852;SSWE;SSWE2M-62;PUPUK MURIATE OF POTASH/MOP/KCL;4150;8;TM Pemupukan Mekanis;0.670;111.740
0,276226852;SSWE;SSWE1H-10;PUPUK MURIATE OF POTASH/MOP/KCL;1524;6;TM Tabur pupuk kelapa sawit;0.670;111.742
0,276226852;SSWE;SSWE1H-10;UREA GRANULAR;2525;6;TM Tabur pupuk kelapa sawit;0.670;111.742
0,317893519;SSWE;SSWE4P-62;PUPUK MURIATE OF POTASH/MOP/KCL;450;3;TM Tabur pupuk kelapa sawit;0.671;111.742
0,317893519;SSWE;SSWE4P-62;UREA GRANULAR;350;3;TM Tabur pupuk kelapa sawit;0.671;111.742
0,317893519;SSWE;SSWE4P-61;PUPUK MURIATE OF POTASH/MOP/KCL;850;5;TM Tabur pupuk kelapa sawit;0.670;111.741
0,317893519;SSWE;SSWE4P-61;UREA GRANULAR;600;5;TM Tabur pupuk kelapa sawit;0.670;111.741
0,317893519;SSWE;SSWE2M-62;PUPUK MURIATE OF POTASH/MOP/KCL;1800;1;TM Pemupukan Mekanis;0.669;111.741
0,317893519;SSWE;SSWE2M-63;PUPUK MURIATE OF POTASH/MOP/KCL;2950;2;TM Pemupukan Mekanis;0.669;111.741
0,317893519;SSWE;SSWE2M-63;PUPUK MURIATE OF POTASH/MOP/KCL;2950;3;TM Pemupukan Mekanis;0.669;111.741
0,317893519;SSWE;SSWE3O-18;PUPUK MURIATE OF POTASH/MOP/KCL;4450;5;TM Tabur pupuk kelapa sawit;0.669;111.742
0,317893519;SSWE;SSWE3O-18;PUPUK MURIATE OF POTASH/MOP/KCL;850;0;TM Tabur pupuk kelapa sawit;0.669;111.740
0,317893519;SSWE;SSWE3O-18;PUPUK MURIATE OF POTASH/MOP/KCL;1700;2;TM Tabur pupuk kelapa sawit;0.670;111.742
0,359560185;SSWE;SSWE4Y-65;PUPUK MURIATE OF POTASH/MOP/KCL;2250;2;TM Tabur pupuk kelapa sawit;0.670;111.742
0,359560185;SSWE;SSWE4Y-65;PUPUK MURIATE OF POTASH/MOP/KCL;750;0;TM Tabur pupuk kelapa sawit;0.670;111.741
0,359560185;SSWE;SSWE3O-19;PUPUK MURIATE OF POTASH/MOP/KCL;1450;2;TM Tabur pupuk kelapa sawit;0.669;111.741
0,359560185;SSWE;SSWE3O-19;PUPUK MURIATE OF POTASH/MOP/KCL;350;0;TM Tabur pupuk kelapa sawit;0.669;111.740
0,359560185;SSWE;SSWE3L-64;PUPUK MURIATE OF POTASH/MOP/KCL;3250;6;TM Pemupukan Mekanis;0.669;111.740
0,401226852;SSWE;SSWE5S-67;PUPUK MURIATE OF POTASH/MOP/KCL;4500;10;TM Tabur pupuk kelapa sawit;0.668;111.740
0,401226852;SSWE;SSWE3L-64;PUPUK MURIATE OF POTASH/MOP/KCL;3250;1;TM Pemupukan Mekanis;0.668;111.740
0,401226852;SSWE;SSWE3L-65;PUPUK MURIATE OF POTASH/MOP/KCL;4450;2;TM Pemupukan Mekanis;0.668;111.740
0,401226852;SSWE;SSWE3L-64;PUPUK MURIATE OF POTASH/MOP/KCL;3750;1;TM Pemupukan Mekanis;0.667;111.740
0,401226852;SSWE;SSWE3N-71;PUPUK MURIATE OF POTASH/MOP/KCL;4450;5;TM Tabur pupuk kelapa sawit;0.669;111.740
0,401226852;SSWE;SSWE3N-71;PUPUK MURIATE OF POTASH/MOP/KCL;1600;2;TM Tabur pupuk kelapa sawit;0.667;111.740
0,401226852;SSWE;SSWE3N-71;PUPUK MURIATE OF POTASH/MOP/KCL;950;0;TM Tabur pupuk kelapa sawit;0.667;111.741
0,401226852;SSWE;SSWE5S-67;PUPUK MURIATE OF POTASH/MOP/KCL;600;0;TM Tabur pupuk kelapa sawit;0.667;111.741
0,442893519;SSWE;SSWE3L-65;UREA GRANULAR;2250;2;TM Pemupukan Mekanis;0.666;111.741
0,442893519;SSWE;SSWE3N-71;UREA GRANULAR;950;2;TM Pemupukan Mekanis;0.666;111.741
0,442893519;SSWE;SSWE3O-67;PUPUK MURIATE OF POTASH/MOP/KCL;3,7;0;TM Tabur pupuk kelapa sawit;0.666;111.741
0,484560185;SSWE;SSWE3X-69;PUPUK MURIATE OF POTASH/MOP/KCL;3,28;2;TM Pemupukan Mekanis;0.665;111.741
0,484560185;SSWE;SSWE3N-71;UREA GRANULAR;3,05;2;TM Pemupukan Mekanis;0.665;111.741
0,567893519;SSWE;SSWE5R-70;UREA GRANULAR;1800;8,86;TM Tabur pupuk kelapa sawit;0.665;111.742
0,567893519;SSWE;SSWE5R-69;UREA GRANULAR;300;0,14;TM Tabur pupuk kelapa sawit;0.666;111.742
0,567893519;SSWE;SSWE5R-69;UREA GRANULAR;1000;0;TM Tabur pupuk kelapa sawit;0.669;111.739
0,567893519;SSWE;SSWE3X-69;PUPUK MURIATE OF POTASH/MOP/KCL;1,3;5;TM Pemupukan Mekanis;0.666;111.742
0,567893519;SSWE;SSWE3X-69;UREA GRANULAR;3,85;5;TM Pemupukan Mekanis;0.666;111.742
0,609560185;SSWE;SSWE5R-67;UREA GRANULAR;1000;0;TM Tabur pupuk kelapa sawit;0.666;111.742
0,609560185;SSWE;SSWE5R-69;UREA GRANULAR;250;0,35;TM Tabur pupuk kelapa sawit;0.667;111.742
0,609560185;SSWE;SSWE5R-71;UREA GRANULAR;1050;4,65;TM Tabur pupuk kelapa sawit;0.667;111.742
0,609560185;SSWE;SSWE5R-68;UREA GRANULAR;850;2;TM Tabur pupuk kelapa sawit;0.667;111.742
0,609560185;SSWE;SSWE3O-19;UREA GRANULAR;2250;4;TM Pemupukan Mekanis;0.668;111.742
0,651226852;SSWE;SSWE4X-66;UREA GRANULAR;1450;3;TM Tabur pupuk kelapa sawit;0.668;111.742
0,651226852;SSWE;SSWE4X-66;UREA GRANULAR;1750;4;TM Tabur pupuk kelapa sawit;0.668;111.742
0,651226852;SSWE;SSWE5R-67;UREA GRANULAR;550;0;TM Tabur pupuk kelapa sawit;0.668;111.742
0,651226852;SSWE;SSWE4X-66;UREA GRANULAR;600;0;TM Tabur pupuk kelapa sawit;0.669;111.739
0,651226852;SSWE;SSWE3O-19;UREA GRANULAR;2250;2;TM Pemupukan Mekanis;0.669;111.742
0,651226852;SSWE;SSWE3O-19;PUPUK MURIATE OF POTASH/MOP/KCL;3000;2;TM Pemupukan Mekanis;0.669;111.741
0,692893519;SSWE;SSWE4Y-64;PUPUK MURIATE OF POTASH/MOP/KCL;3400;5;TM Tabur pupuk kelapa sawit;0.668;111.739
0,692893519;SSWE;SSWE3N-67;PUPUK MURIATE OF POTASH/MOP/KCL;2900;2;TM Pemupukan Mekanis;0.668;111.739
0,692893519;SSWE;SSWE3O-19;PUPUK MURIATE OF POTASH/MOP/KCL;1250;1;TM Pemupukan Mekanis;0.668;111.739
0,692893519;SSWE;SSWE3N-67;PUPUK MURIATE OF POTASH/MOP/KCL;2600;1;TM Pemupukan Mekanis;0.667;111.739
0,692893519;SSWE;SSWE4Y-65;PUPUK MURIATE OF POTASH/MOP/KCL;850;0;TM Tabur pupuk kelapa sawit;0.667;111.740
0,692893519;SSWE;SSWE4Y-64;PUPUK MURIATE OF POTASH/MOP/KCL;250;0;TM Tabur pupuk kelapa sawit;0.672;111.740
0,734560185;SSWE;SSWE4S-63;PUPUK MURIATE OF POTASH/MOP/KCL;1900;4;TM Tabur pupuk kelapa sawit;0.668;111.740
0,734560185;SSWE;SSWE4Y-64;PUPUK MURIATE OF POTASH/MOP/KCL;1025;2;TM Tabur pupuk kelapa sawit;0.668;111.740
0,734560185;SSWE;SSWE3N-68;PUPUK MURIATE OF POTASH/MOP/KCL;4950;4;TM Pemupukan Mekanis;0.668;111.740
0,776226852;SSWE;SSWE4V-62;UREA GRANULAR;2400;6;TM Tabur pupuk kelapa sawit;0.669;111.740
0,776226852;SSWE;SSWE4Y-64;PUPUK MURIATE OF POTASH/MOP/KCL;1125;0;TM Tabur pupuk kelapa sawit;0.669;111.740
0,776226852;SSWE;SSWE3N-68;UREA GRANULAR;2500;6;TM Pemupukan Mekanis;0.669;111.741
0,776226852;SSWE;SSWE2M-56;PUPUK MURIATE OF POTASH/MOP/KCL;1500;0;TM Tabur pupuk kelapa sawit;0.669;111.741
0,776226852;SSWE;SSWE2M-56;SUPER PHOSPHATE-36 (SP-36);497;0;TM Tabur pupuk kelapa sawit;0.670;111.741
0,776226852;SSWE;SSWE2M-56;UREA GRANULAR;935;0;TM Tabur pupuk kelapa sawit;0.670;111.741
0,859560185;SSWE;SSWE2M-56;PUPUK MURIATE OF POTASH/MOP/KCL;1000;0;TM Tabur pupuk kelapa sawit;0.670;111.741
0,859560185;SSWE;SSWE2M-56;SUPER PHOSPHATE-36 (SP-36);153;0;TM Tabur pupuk kelapa sawit;0.672;111.740
0,859560185;SSWE;SSWE2M-56;UREA GRANULAR;315;0;TM Tabur pupuk kelapa sawit;0.671;111.741
0,859560185;SSWE;SSWE3N-67;PUPUK MURIATE OF POTASH/MOP/KCL;2900;4;TM Pemupukan Mekanis;0.671;111.741
0,859560185;SSWE;SSWE4V-62;PUPUK MURIATE OF POTASH/MOP/KCL;1200;3;TM Tabur pupuk kelapa sawit;0.671;111.741
0,859560185;SSWE;SSWE4V-62;PUPUK MURIATE OF POTASH/MOP/KCL;800;0;TM Tabur pupuk kelapa sawit;0.671;111.741
0,859560185;SSWE;SSWE4R-63;UREA GRANULAR;500;1;TM Tabur pupuk kelapa sawit;0.672;111.741
0,859560185;SSWE;SSWE4V-62;UREA GRANULAR;1700;3;TM Tabur pupuk kelapa sawit;0.672;111.741
0,901226852;SSWE;SSWE3N-67;UREA GRANULAR;2750;4;TM Pemupukan Mekanis;0.672;111.741
0,901226852;SSWE;SSWE1J-61;PUPUK KIESERITE GRANULAR;1000;0;TM Tabur pupuk kelapa sawit;0.672;111.740
0,901226852;SSWE;SSWE1Y-62;PUPUK KIESERITE GRANULAR;1000;0;TM Tabur pupuk kelapa sawit;0.671;111.740
0,901226852;SSWE;SSWE1J-61;PUPUK NPK COMPOUND 15.15.6.4;1000;0;TM Tabur pupuk kelapa sawit;0.671;111.740
0,901226852;SSWE;SSWE1Y-62;PUPUK NPK COMPOUND 15.15.6.4;1000;0;TM Tabur pupuk kelapa sawit;0.671;111.740
0,942893519;SSWE;SSWE3N-66;PUPUK MURIATE OF POTASH/MOP/KCL;5700;2;TM Pemupukan Mekanis;0.671;111.740
0,942893519;SSWE;SSWE3N-67;UREA GRANULAR;1300;2;TM Pemupukan Mekanis;0.672;111.740
0,942893519;SSWE;SSWE4T-65;PUPUK MURIATE OF POTASH/MOP/KCL;1200;7;TM Tabur pupuk kelapa sawit;0.672;111.740
0,942893519;SSWE;SSWE4T-65;UREA GRANULAR;900;7;TM Tabur pupuk kelapa sawit;0.672;111.741
0,942893519;SSWE;SSWE2M-59;PUPUK MURIATE OF POTASH/MOP/KCL;1965;0;TM Tabur pupuk kelapa sawit;0.672;111.741
0,942893519;SSWE;SSWE2M-59;UREA GRANULAR;2595;0;TM Tabur pupuk kelapa sawit;0.672;111.740
0,984560185;SSWE;SSWE4R-63;UREA GRANULAR;500;2;TM Tabur pupuk kelapa sawit;0.672;111.740
0,984560185;SSWE;SSWE4Q-63;PUPUK MURIATE OF POTASH/MOP/KCL;550;4;TM Tabur pupuk kelapa sawit;0.672;111.740
0,984560185;SSWE;SSWE4Q-63;PUPUK KIESERITE GRANULAR;350;4;TM Tabur pupuk kelapa sawit;0.672;111.741
0,984560185;SSWE;SSWE4Q-63;UREA GRANULAR;450;4;TM Tabur pupuk kelapa sawit;0.672;111.741
0,984560185;SSWE;SSWE4V-62;PUPUK MURIATE OF POTASH/MOP/KCL;750;2;TM Tabur pupuk kelapa sawit;0.671;111.740
0,984560185;SSWE;SSWE4R-63;UREA GRANULAR;500;0;TM Tabur pupuk kelapa sawit;0.672;111.741
0,984560185;SSWE;SSWE3N-65;PUPUK MURIATE OF POTASH/MOP/KCL;4500;2;TM Pemupukan Mekanis;0.672;111.741
0,984560185;SSWE;SSWE3N-66;PUPUK MURIATE OF POTASH/MOP/KCL;4850;2;TM Pemupukan Mekanis;0.672;111.741
0,984560185;SSWE;SSWE2M-58;PUPUK MURIATE OF POTASH/MOP/KCL;1635;0;TM Tabur pupuk kelapa sawit;0.672;111.741
0,984560185;SSWE;SSWE2M-58;UREA GRANULAR;2155;0;TM Tabur pupuk kelapa sawit;0.672;111.741
24.04.2026;SSWE;SSWE4T-65;PUPUK MURIATE OF POTASH/MOP/KCL;350;2;TM Tabur pupuk kelapa sawit;0.672;111.741
24.04.2026;SSWE;SSWE4T-65;UREA GRANULAR;150;2;TM Tabur pupuk kelapa sawit;0.671;111.741
24.04.2026;SSWE;SSWE4T-66;PUPUK MURIATE OF POTASH/MOP/KCL;550;2;TM Tabur pupuk kelapa sawit;0.671;111.741
24.04.2026;SSWE;SSWE4T-66;UREA GRANULAR;350;2;TM Tabur pupuk kelapa sawit;0.671;111.742
24.04.2026;SSWE;SSWE3N-65;UREA GRANULAR;2650;4;TM Tabur pupuk kelapa sawit;0.672;111.742
24.04.2026;SSWE;SSWE2M-57;PUPUK ZINC SULFATE ZNSO4;100;0;TM Tabur pupuk kelapa sawit;0.671;111.740
24.04.2026;SSWE;SSWE2M-58;PUPUK ZINC SULFATE ZNSO4;200;0;TM Tabur pupuk kelapa sawit;0.672;111.742
24.04.2026;SSWE;SSWE2M-59;PUPUK ZINC SULFATE ZNSO4;190;0;TM Tabur pupuk kelapa sawit;0.672;111.742
24.04.2026;SSWE;SSWE1K-55;PUPUK MURIATE OF POTASH/MOP/KCL;496;0;TM Tabur pupuk kelapa sawit;0.672;111.742
24.04.2026;SSWE;SSWE1K-55;UREA GRANULAR;496;0;TM Tabur pupuk kelapa sawit;0.672;111.742
25.04.2026;SSWE;SSWE5Y-67;UREA GRANULAR;1200;4;TM Tabur pupuk kelapa sawit;0.672;111.742
25.04.2026;SSWE;SSWE5S-67;PUPUK MURIATE OF POTASH/MOP/KCL;1260;4;TM Tabur pupuk kelapa sawit;0.672;111.741
25.04.2026;SSWE;SSWE3N-66;UREA GRANULAR;2400;2;TM Pemupukan Mekanis;0.672;111.741
25.04.2026;SSWE;SSWE3W-65;PUPUK MURIATE OF POTASH/MOP/KCL;5300;2;TM Pemupukan Mekanis;0.672;111.741
27.04.2026;SSWE;SSWE5Q-74;PUPUK MURIATE OF POTASH/MOP/KCL;2700;6,6;TM Tabur pupuk kelapa sawit;0.672;111.741
27.04.2026;SSWE;SSWE5Q-73;PUPUK MURIATE OF POTASH/MOP/KCL;1800;4,4;TM Tabur pupuk kelapa sawit;0.672;111.741
27.04.2026;SSWE;SSWE2M-56;PUPUK ZINC SULFATE ZNSO4;50;0;TM Tabur pupuk kelapa sawit;0.671;111.740
27.04.2026;SSWE;SSWE5S-67;PUPUK MURIATE OF POTASH/MOP/KCL;600;0;TM Tabur pupuk kelapa sawit;0.672;111.742
27.04.2026;SSWE;SSWE4T-65;UREA GRANULAR;450;0;TM Tabur pupuk kelapa sawit;0.672;111.742
27.04.2026;SSWE;SSWE1J-61;PUPUK NPK COMPOUND 15.15.6.4;1000;0;TM Tabur pupuk kelapa sawit;0.671;111.742
27.04.2026;SSWE;SSWE1J-61;PUPUK KIESERITE GRANULAR;750;0;TM Tabur pupuk kelapa sawit;0.671;111.742
27.04.2026;SSWE;SSWE1Y-62;PUPUK KIESERITE GRANULAR;1450;0;TM Tabur pupuk kelapa sawit;0.671;111.742
27.04.2026;SSWE;SSWE1Y-63;PUPUK KIESERITE GRANULAR;800;0;TM Tabur pupuk kelapa sawit;0.671;111.742
27.04.2026;SSWE;SSWE1I-55;UREA GRANULAR;2550;0;TM Tabur pupuk kelapa sawit;0.671;111.742
27.04.2026;SSWE;SSWE1I-55;PUPUK MURIATE OF POTASH/MOP/KCL;1900;0;TM Tabur pupuk kelapa sawit;0.672;111.742
27.04.2026;SSWE;SSWE1H-55;PUPUK MURIATE OF POTASH/MOP/KCL;2750;5;TM Pemupukan Mekanis;0.672;111.742
28.04.2026;SSWE;SSWE5Q-72;PUPUK MURIATE OF POTASH/MOP/KCL;450;0;TM Tabur pupuk kelapa sawit;0.671;111.741
28.04.2026;SSWE;SSWE5Q-73;PUPUK MURIATE OF POTASH/MOP/KCL;950;2;TM Tabur pupuk kelapa sawit;0.670;111.740
28.04.2026;SSWE;SSWE5Q-72;PUPUK MURIATE OF POTASH/MOP/KCL;3850;9;TM Tabur pupuk kelapa sawit;0.671;111.741
28.04.2026;SSWE;SSWE1H-56;PUPUK MURIATE OF POTASH/MOP/KCL;3000;4;TM Pemupukan Mekanis;0.670;111.741
28.04.2026;SSWE;SSWE5Q-73;PUPUK MURIATE OF POTASH/MOP/KCL;500;0;TM Tabur pupuk kelapa sawit;0.670;111.741
29.04.2026;SSWE;SSWE5Q-71;PUPUK MURIATE OF POTASH/MOP/KCL;550;0;TM Tabur pupuk kelapa sawit;0.670;111.742
29.04.2026;SSWE;SSWE5Q-72;PUPUK MURIATE OF POTASH/MOP/KCL;400;1;TM Tabur pupuk kelapa sawit;0.670;111.742
29.04.2026;SSWE;SSWE5Q-70;PUPUK MURIATE OF POTASH/MOP/KCL;650;1;TM Tabur pupuk kelapa sawit;0.670;111.742
29.04.2026;SSWE;SSWE5Q-71;PUPUK MURIATE OF POTASH/MOP/KCL;3500;7;TM Tabur pupuk kelapa sawit;0.670;111.742
29.04.2026;SSWE;SSWE1H-10;PUPUK MURIATE OF POTASH/MOP/KCL;1500;4;TM Pemupukan Mekanis;0.669;111.742
30.04.2026;SSWE;SSWE5Q-70;UREA GRANULAR;1100;2;TM Tabur pupuk kelapa sawit;0.669;111.742
30.04.2026;SSWE;SSWE5Q-70;UREA GRANULAR;300;0;TM Tabur pupuk kelapa sawit;0.669;111.741
30.04.2026;SSWE;SSWE5Q-70;PUPUK MURIATE OF POTASH/MOP/KCL;2150;5;TM Tabur pupuk kelapa sawit;0.670;111.740
30.04.2026;SSWE;SSWE5Q-69;UREA GRANULAR;1600;4;TM Tabur pupuk kelapa sawit;0.669;111.742
30.04.2026;SSWE;SSWE1H-57;PUPUK MURIATE OF POTASH/MOP/KCL;2650;4;TM Pemupukan Mekanis;0.669;111.742
0,567893519;STWA;STWA2E-36-2025;PUPUK ROCK PHOSPHATE/RP;54;3;TBM Tabur pupuk kacangan campuran;0.668;111.742
0,567893519;STWA;STWA2E-36-2025;PUPUK ROCK PHOSPHATE/RP;9;0;TBM Tabur pupuk kacangan campuran;0.668;111.742
0,609560185;STWA;STWA3H-66;PUPUK KIESERITE GRANULAR;250;0;TM Tabur pupuk kelapa sawit;0.668;111.742
0,609560185;STWA;STWA3I-68;PUPUK KIESERITE GRANULAR;750;0;TM Tabur pupuk kelapa sawit;0.669;111.742
0,692893519;STWA;STWA3G-66;PUPUK KIESERITE GRANULAR;570;0;TM Tabur pupuk kelapa sawit;0.669;111.742
0,692893519;STWA;STWA3G-67;PUPUK KIESERITE GRANULAR;200;0;TM Tabur pupuk kelapa sawit;0.669;111.742
0,692893519;STWA;STWA3H-65;PUPUK KIESERITE GRANULAR;350;0;TM Tabur pupuk kelapa sawit;0.669;111.742
0,734560185;STWA;STWA2N-94;PUPUK MOP GRANULAR;1000;5;TM Tabur pupuk kelapa sawit;0.670;111.742
0,734560185;STWA;STWA2N-94;UREA GRANULAR;1000;5;TM Tabur pupuk kelapa sawit;0.673;111.742
0,859560185;STWA;STWA2N-94;PUPUK MOP GRANULAR;900;8;TM Tabur pupuk kelapa sawit;0.672;111.743
0,859560185;STWA;STWA2N-94;UREA GRANULAR;800;8;TM Tabur pupuk kelapa sawit;0.670;111.744
